epoch,loss,aux_loss,colonization_loss,jump_loss,decline_loss,pde_loss,regular_loss,China_loss,India_loss,Philippines_loss,Portugal_loss,Sri Lanka_loss
1,1207.7498814174107,0.7451602510043553,1028.6203805106027,874.2190630231585,237.67762320382255,3457.85478515625,8389.86653031974,2033.3387329101563,981.2423924037388,1145.4224539620536,369.8896759033203,1508.856099155971
2,838.8543801443917,0.7332275067056928,699.3627759660993,665.3241795131138,206.3437962123326,2415.825807407924,4832.363317191601,3146.47119140625,1392.1396484375,2011.2796630859375,462.58087158203125,871.1337890625
3,649.138334437779,0.7230939030647278,482.35289699009485,591.2943259102958,184.60135803222656,1978.2861572265624,7297.608122392135,1322.6341073172432,671.1256543840681,849.6868168422154,230.66184409005302,1120.1633855547225
4,509.34386553083147,0.7142244168690273,294.556564113072,524.1717629568917,176.3911921909877,1767.5165701729911,9076.251908389006,1601.088134765625,865.1790161132812,1826.937255859375,402.8182373046875,710.7987670898438
5,445.449358694894,0.7078929594584874,249.33630981445313,471.47068699428013,160.90964290073939,1689.3638148716518,5203.1372175216675,1000.2331268310547,597.2450980050223,709.5299264090402,218.2638449532645,720.4197036743165
6,420.5409859793527,0.7026951432228088,218.23569619315012,412.46363874162944,150.34446498325892,1581.6474818638392,5242.75105894357,1451.286376953125,776.1746826171875,1783.871337890625,391.44818115234375,473.32647705078125
7,373.7140607561384,0.698398334639413,176.32687715802874,412.4577815464565,149.14351414271763,1483.9744262695312,4759.311276828542,684.5367806570871,595.7214224679129,632.6295523507255,213.5769177028111,420.25463104248047
8,362.56992492675784,0.6958942481449673,187.72915616716656,365.1249056134905,144.55009111676898,1439.1946132114956,4042.2542077266808,1556.540771484375,733.1781005859375,1627.0867919921875,394.1202087402344,459.8671875
9,358.0460423060826,0.6926330583436149,191.03268029349192,353.0639687674386,143.72351793561663,1346.41654750279,3878.504815673828,628.2396615164621,493.0090379987444,524.6039829799107,205.03641597202846,376.3576738630022
10,373.66610238211496,0.6897771528788975,208.62970690046038,356.3211438860212,140.46438794817243,1303.8420200892858,5249.479190349579,1460.5728759765625,662.3243408203125,1473.0806884765625,385.3914489746094,476.53070068359375
11,319.1464316231864,0.6876986009734017,152.09140919276646,335.6055855887277,134.4703399658203,1299.2791155133928,3902.689182826451,613.490389578683,459.7056627546038,476.163669695173,192.38050858633858,360.96466195242743
12,338.73233206612724,0.6857372181756156,185.57402965000696,325.8517817905971,133.34048636300224,1322.8727260044643,3168.807027755245,1242.94873046875,638.4166259765625,1432.382568359375,379.27001953125,482.6719055175781
13,316.74502825055805,0.6838438442775181,153.79722486223494,322.60342069353374,132.04996577671596,1258.6089250837053,3971.1552124023438,530.6061994280134,439.1740543910435,437.22156677246096,194.74801199776786,266.82040427071706
14,293.8510471888951,0.6825258118765695,137.80603103637696,317.69790910993305,131.0565410069057,1187.216659109933,2963.740075874329,1608.9337158203125,510.6576232910156,1384.572998046875,364.7873840332031,435.0579833984375
15,283.23688136509486,0.6814213139670235,133.57102563040598,324.89380798339846,124.3625978742327,1169.9551426478795,3315.779937520623,506.18269784109935,390.6392124720982,416.40433785574777,200.16228855678014,299.4610515049526
16,290.3882611955915,0.6804506540298462,155.25747419084823,304.3921138218471,124.65286734444754,1125.1883492606028,3168.325809987386,1394.1884765625,547.3926391601562,1395.2138671875,358.522705078125,421.0361633300781
17,272.25215933663503,0.6791539515767778,141.29781494140624,281.5723650251116,119.6701178414481,1126.4170340401786,2639.2594672405357,481.4377437046596,362.04000374930246,420.0326354980469,186.34088330950055,340.3788835797991
18,269.16543448311944,0.6779891831534249,139.56056038992745,303.7877681187221,118.91678880964007,1093.3503662109374,1957.9837353614068,1485.4071044921875,483.5496520996094,1415.191162109375,364.6555480957031,454.7459411621094
19,269.1002179827009,0.6776651433535985,122.76829419817243,267.76961032322475,112.7022203717913,1085.2868756975447,3668.6522041089606,570.7542157854352,416.3749938964844,391.313729422433,183.63470807756696,306.25284314836773
20,261.89199611118863,0.6766739538737706,125.15919483729772,261.5169509887695,108.26323460170201,1077.282102748326,4671.98688752001,1401.4207763671875,528.7796020507812,1328.4661865234375,353.4825439453125,595.24853515625
21,257.43560485839845,0.6761337671961103,125.61272637503488,254.54939618791852,108.3445679800851,1059.3011910574776,2596.0733612030745,398.0378696986607,353.46697518484933,389.8185808454241,180.88598730904715,273.5227397373744
22,253.07617797851563,0.6755701405661446,132.04543762207032,252.42054813929965,99.87613220214844,1050.989013671875,2178.008388634884,1129.36083984375,537.1672973632812,1394.376708984375,350.71966552734375,383.3554382324219
23,244.02537231445314,0.6755704079355512,117.47103718348912,239.58599482945033,103.24608949933733,980.4795340401786,3243.0246565762686,423.1928492954799,349.96036529541016,392.17413635253905,180.91400320870537,347.42026868547714
24,241.3575932094029,0.6755154814038958,120.0942389351981,238.36723600115096,101.27783203125,983.6270350864955,2481.0528222322464,1196.49365234375,526.8195190429688,1300.1573486328125,355.6322937011719,394.78021240234375
25,217.69284319196427,0.6748340283121381,98.25691201346261,232.31333323887415,97.35235268729073,983.5162179129464,1531.0076487223307,421.3992335728237,339.94602661132814,365.750874546596,180.28069545200893,276.3483176095145
26,217.28616790771486,0.6746666772024972,99.65050768171038,220.200930371004,96.37792118617466,953.7368216378349,1859.7685546875,1376.91259765625,547.083251953125,1280.0009765625,349.3087463378906,378.0845642089844
27,216.29457223074778,0.6743401033537728,94.95957968575614,234.01646118164064,93.52240720476424,926.9769025530134,2523.054116733613,352.1303453717913,349.986476789202,338.60763157435827,167.83626403808594,260.6944789341518
28,213.8852024623326,0.674468001297542,102.55082103184291,224.15431126185825,93.79218368530273,911.6826974051339,2053.403709411621,1097.234619140625,615.1126708984375,1267.5823974609375,345.2298278808594,443.5890197753906
29,214.49890747070313,0.6737543395587376,94.31204103742327,229.14784262520925,92.59460503714425,901.5947317940849,2929.315970218543,367.577740914481,319.5957240513393,332.3916094098772,167.87921502249583,228.74009704589844
30,203.18443276541575,0.6729017070361546,90.0262470790318,211.43619537353516,81.61112812587193,916.2426688058035,1874.4164480729537,1089.264892578125,520.9736328125,1274.8612060546875,337.44647216796875,456.8280944824219
31,202.75232652936663,0.6732470904077802,83.98020624433245,218.69166412353516,83.607506779262,922.4551496233258,2522.914525806904,366.1517059326172,311.8368379865374,325.11939697265626,153.9566864013672,294.87665492466516
32,188.82235238211496,0.673394695350102,74.92813175746373,212.4111083984375,85.19521081107003,852.2628888811383,2037.9190053364325,1219.43798828125,576.746826171875,1224.7960205078125,333.4496154785156,361.8628845214844
33,202.8735565185547,0.6730706896100725,72.45184642246791,209.07302742004396,81.73661836896623,1094.5181518554687,2496.2370780706406,338.69104832240515,273.09715837751116,332.54844883510043,154.86583655221122,262.0582889011928
