epoch,loss,aux_loss,colonization_loss,jump_loss,decline_loss,pde_loss,regular_loss,China_loss,India_loss,Philippines_loss,Portugal_loss,Sri Lanka_loss
1,1763.1445190429688,0.7242772579193115,1176.2275678362166,881.2281723022461,207.55740116664342,5986.017571149554,18014.07951716373,3205.3703962053573,1418.2239763532366,2049.4405011858257,642.4785984584263,1500.2090637207032
2,1456.943550327846,0.7137729287147522,847.8512534005301,971.4576278686524,197.14055916922433,5396.137458147321,26093.641319638205,4474.45166015625,1410.29443359375,2063.26708984375,599.298095703125,977.057861328125
3,1260.0025495256696,0.7057610188211714,706.1871346609933,749.3422802144831,186.81902291434153,4724.8914760044645,20503.24161129906,2703.1147705078124,1114.8583387102399,1815.8156424386161,331.0956992013114,1319.8331721714565
4,1117.461873953683,0.6971646700586591,596.8211737496513,774.1795162200928,181.8879176548549,4291.051213727678,19382.28092795924,2994.266357421875,1069.3695068359375,1939.4210205078125,446.3948059082031,847.956787109375
5,1019.9758292061942,0.6914301531655448,505.9823994227818,477.59057740370434,171.75635419573103,4254.893819754464,13735.357280186245,2173.7982491629464,991.8485874720982,1623.9906232561384,265.9478249686105,1244.4273677280971
6,928.3660888671875,0.6850759710584368,410.825099836077,455.534151284591,174.76659240722657,4035.377797154018,11010.698444911412,2298.790283203125,918.7431030273438,1840.318115234375,444.3356628417969,797.5862426757812
7,886.5539829799108,0.6790114419800894,327.3539734976632,518.6648515065511,168.28396955217633,3908.946030970982,25096.64160882859,1762.3609148297992,898.6253627232143,1485.6619262695312,276.4889500209263,1164.1720833914621
8,809.9530552455357,0.6738495775631496,251.96954563685827,536.6902740955353,160.7741256713867,3843.9782819475445,13548.574142637706,2062.1728515625,792.2163696289062,1845.192626953125,457.5820617675781,745.9657592773438
9,764.9022888183594,0.6679802843502589,227.70320303780693,528.1548132462935,155.82542986188616,3698.6458914620534,15105.801870519465,1544.4574672154017,823.5674455915179,1380.8597246442523,280.2275863647461,1070.766854422433
10,713.441552734375,0.6625613638332912,184.7358372279576,415.45337004888626,152.98599373953684,3483.0350376674105,13680.95949193051,1944.442138671875,750.5065307617188,1851.2509765625,454.2110595703125,697.6565551757812
11,691.5611659458706,0.6571677361215864,185.79702551705498,438.92599590619403,146.4867374965123,3402.6295479910714,12877.38489641462,1298.001988002232,784.0753779820034,1324.7425310407366,278.8782054356166,956.1322514125279
12,662.1071533203125,0.6540467943464007,155.42978090558734,417.3850917816162,145.84280591692243,3367.976056780134,11421.603382457386,1980.4932861328125,730.2133178710938,1722.187744140625,455.886962890625,581.8053588867188
13,673.4313825334822,0.6492781502859933,148.86482216971262,472.9344274520874,148.7509785243443,3184.601321847098,25464.900146961212,1404.7742300851005,769.6570360456194,1259.1523803710938,274.4954119001116,724.6907261439732
