epoch,loss,aux_loss,colonization_loss,jump_loss,decline_loss,pde_loss,regular_loss,China_loss,India_loss,Philippines_loss,Portugal_loss,Sri Lanka_loss
1,1855.848331124442,0.7410564763205392,1311.3771484375,930.7958780924479,107.20855189732143,5050.073549107143,32864.63774871826,2931.8279017857144,1504.9755004882813,2420.3681884765624,649.9783769880022,1772.0913940429687
2,1701.1301810128348,0.7401950921331133,1119.7530046735492,923.1006011962891,100.09580710274832,4839.618331473214,19207.582037674754,4182.775390625,1389.6661376953125,2319.614501953125,770.1892700195312,1310.1009521484375
3,1603.4950561523438,0.7364739196641105,967.8832820347377,1078.2356129964194,98.45647593906948,4946.261174665178,25529.302576700848,2772.5967651367187,1297.9482622419084,2365.0723266601562,535.3063310895648,1534.7270472935268
4,1496.5214024135046,0.7350197161946977,852.6457393101283,846.7198045518663,93.78563755580358,4672.132491629464,28945.79833984375,3567.8515625,1259.7286376953125,2251.5361328125,655.2750854492188,1129.645751953125
5,1424.3455217633928,0.7315432855061123,779.0141235351563,820.994634291705,92.06074774605888,4675.329146902902,22005.576301574707,2673.1062168666294,1170.4665239606584,2315.0419102260043,436.2953565325056,1422.565198625837
6,1372.1187534877233,0.7299306784357343,726.3775421142578,716.98122215271,94.20003215244839,4450.458872767857,19504.93666428786,3302.525146484375,1134.98291015625,2191.29296875,565.5191040039062,1000.2572021484375
7,1319.2004385811942,0.7257407563073295,674.6421811785017,722.032639503479,90.83985900878906,4416.336851283482,16253.064847946167,2530.2552403041295,1103.7272242954798,2210.9356462751116,346.65973031180243,1291.0290610177176
8,1288.4337367466517,0.7219906330108643,624.6775015694755,710.1259395374972,87.69853733607701,4471.517550223214,21399.216078814337,3109.55078125,1063.1341552734375,2159.865478515625,501.4953918457031,912.5758666992188
9,1215.8485953194754,0.7203535165105547,579.7775693620954,775.6055384318034,89.1172994341169,4282.878648158482,21380.945907592773,2355.093083844866,1026.728883579799,2199.264644949777,303.9521955217634,1236.6886609758649
10,1143.2901576450893,0.7185326150485447,505.5821452549526,596.515302882475,88.38912549700056,4080.1294015066965,20558.183070591516,2703.29931640625,959.7681274414062,2139.8291015625,481.4808654785156,861.1597290039062
11,1108.9763009207588,0.7166717767715454,470.29217049734933,901.2869084676107,86.46385367257254,4105.927476283482,15609.557784186469,2286.8457380022323,997.6500435965402,2081.932791573661,291.39885112217496,1202.7662235804967
