number,value,datetime_start,datetime_complete,duration,params_attention_heads,params_colonization_expert_weight,params_colonization_threshold,params_colonization_weight,params_coord_embed_base,params_decline_expert_weight,params_decline_threshold,params_decline_weight,params_dropout_rate,params_hidden_dim_1_base,params_hidden_dim_2_base,params_hidden_dim_3_base,params_jump_expert_weight,params_jump_threshold,params_jump_weight,params_learning_rate,params_pde_expert_weight,params_pde_weight,params_weight_decay,state
38,630.5856362462281,2025-04-24 20:19:20.340782,2025-04-25 04:46:32.526106,0 days 08:27:12.185324,3,0.7472242258275974,0.16776419812525203,7.546938907579479,5,0.7226267909823336,74.48678991492514,4.592295243542054,0.18053346647493032,22,9,3,0.6626072220325745,67.91486563169232,1.1712315497502326,0.0007172237618518584,0.4960266332554615,4.311384767224739,1.2458283422378434e-06,COMPLETE
39,737.6248741052326,2025-04-24 20:19:20.355271,2025-04-25 04:52:11.371587,0 days 08:32:51.016316,4,0.7848864483764558,0.17992455218123102,8.482144298753457,6,0.6168953862007945,31.77607768132835,1.634113095190201,0.24397252712781237,16,8,5,0.6123043816958816,50.9550713225639,2.2703898624335253,0.0004304625750684979,0.4464938399310475,6.4646584662990305,4.917685727209855e-07,COMPLETE
40,808.0098783073132,2025-04-24 20:19:20.369679,2025-04-25 04:56:41.783314,0 days 08:37:21.413635,3,0.8837257165119627,0.07593148724399308,5.928024169633634,3,0.5538237027877302,25.618712618415096,3.3604424093201826,0.13601375391284423,20,4,7,0.529659765203099,146.55691049357353,8.964774613874072,0.0003001686124225591,0.5769289250865582,3.0865025204944243,3.814759903827199e-06,COMPLETE
41,540.2754811979952,2025-04-24 20:19:20.384097,2025-04-25 05:12:04.921363,0 days 08:52:44.537266,4,0.6795354580170943,0.1478849060317948,9.900624094608554,4,0.7757109734851662,59.51990072368939,6.117184157646198,0.1083379526801507,10,6,7,0.5887365201871088,80.02396366661029,5.673893761232556,0.0008455297900894536,0.5381876009103461,9.49690218735932,2.1574694104944966e-07,COMPLETE
42,653.2724842255269,2025-04-24 20:19:20.398894,2025-04-25 05:22:35.541598,0 days 09:03:15.142704,4,0.6795354580170943,0.13737163099979977,9.915406054950795,4,0.7798901325468364,59.51990072368939,7.240503922256434,0.1083379526801507,9,6,6,0.5914500516306124,60.6144284187234,6.68146837011818,0.0008738307062354418,0.5449512778983054,9.34950312342166,2.2735105813862987e-07,COMPLETE
43,575.8755287305826,2025-04-24 20:19:20.413699,2025-04-25 05:38:43.001648,0 days 09:19:22.587949,4,0.656981156841053,0.15129148344605436,9.242551172111648,3,0.7798901325468364,65.86889008761815,6.023634835031883,0.1440139601250706,13,5,7,0.623754295768669,93.80171321269164,4.6650256298244726,0.0007172237618518584,0.4960266332554615,4.231436961721122,1.7713913500882883e-07,COMPLETE
44,541.8559380437875,2025-04-24 20:19:20.428425,2025-04-25 06:07:36.167697,0 days 09:48:15.739272,3,0.711339197284839,0.16683119022733597,8.61556962988984,4,0.8438580414675328,59.51990072368939,7.742057054511653,0.18980575629596472,19,7,6,0.8870145737504872,86.16246713414537,5.47126338834952,0.0004749667900748962,0.5426720563076156,7.845433108354158,8.413369841341188e-07,COMPLETE
45,564.52169004897,2025-04-24 20:19:20.443236,2025-04-25 06:23:42.339208,0 days 10:04:21.895972,2,0.7973263162799132,0.1843105838472167,6.9535191147096915,3,0.8686391163547384,74.876010978735,7.8604658659774085,0.18277546405853726,19,11,6,0.8870145737504872,100.43957336189368,5.336416046494745,0.0007693500645728701,0.604683975447315,7.860703135001416,2.8882596486480604e-06,COMPLETE
46,707.3760002742732,2025-04-24 20:19:20.458251,2025-04-25 06:30:05.234889,0 days 10:10:44.776638,3,0.7375378947784375,0.1676811326720502,7.70194809505662,5,0.8313162311166986,60.125711732338615,8.814495164538439,0.14956262197632242,23,11,6,0.8613771103979635,79.18151540676458,2.2703898624335253,0.00044232033016191333,0.5641648121568286,5.854906282181436,6.303642326970062e-07,COMPLETE
47,866.5014381203276,2025-04-24 20:19:20.473184,2025-04-25 06:34:12.870971,0 days 10:14:52.397787,2,0.7090013930886276,0.1611697747568982,8.600493579307944,3,0.8313162311166986,23.140728458726553,7.466895531272388,0.1803532585693799,19,7,6,0.8338074304780808,88.81768268944221,6.779387916544724,0.0001525342151796965,0.4624709366371979,8.273334932559605,3.418896916646637e-07,COMPLETE
48,771.3588604025084,2025-04-24 20:19:20.488296,2025-04-25 06:38:44.262031,0 days 10:19:23.773735,3,0.6356987247234038,0.1251473169464755,6.795408466721011,2,0.7851399219311697,83.86173648317146,6.431443467933896,0.3368075375944588,23,8,8,0.7445258310689761,101.13680257030963,8.224959839215389,0.0003746177799311493,0.5837605876475837,7.089895344072876,1.4269069245259676e-06,COMPLETE
49,615.0678174644305,2025-04-24 20:19:20.503412,2025-04-25 06:50:22.626309,0 days 10:31:02.122897,3,0.7973263162799132,0.11278983561485452,8.371797681740434,4,0.7100069064702221,62.71617357598931,5.567454064515632,0.19767983759023144,27,10,6,0.8279731604178686,72.31784655517849,7.398545623487764,0.0005124321391477653,0.4960266332554615,4.603136980897344,2.8882596486480604e-06,COMPLETE
