trial,value,best_val_loss,best_val_r2,epochs_trained,param_attention_heads,param_hidden_dim_1_base,param_hidden_dim_2_base,param_hidden_dim_3_base,param_coord_embed_base,param_dropout_rate,param_colonization_threshold,param_colonization_expert_weight,param_colonization_weight,param_jump_threshold,param_jump_expert_weight,param_jump_weight,param_decline_threshold,param_decline_expert_weight,param_decline_weight,param_pde_expert_weight,param_pde_weight,param_learning_rate,param_weight_decay
27,843.7820875350267,843.7820875350267,0.7088373117085803,12,6,20,5,5,8,0.4439836389304148,0.1742715974888694,0.61231475533153,7.153875157080701,70.4114246334323,0.6503152663213415,3.1123559915860177,28.32194029279087,0.7523754916367584,6.2020233517783545,0.686841641720509,4.967973931111567,0.0002144933710100907,3.551637544516534e-07
28,656.2463694147351,656.2463694147351,0.7735499959966304,32,5,18,9,5,2,0.34188299349949985,0.1742715974888694,0.5242246107908175,5.451798712798487,114.8706950451406,0.7648264734247756,4.204821010014943,34.54959802805807,0.543540305362842,8.054895323185818,0.55711479969281,6.817888679876604,0.0003429667321326434,8.78623688597606e-07
29,580.6791110965092,580.6791110965092,0.7996258826547877,40,5,21,7,4,6,0.4208799472720689,0.1963488135397577,0.5725344534615998,9.76345144247842,93.77028648373451,0.5370535309747473,3.1123559915860177,79.11578544101438,0.8061861550296402,3.5933511809792753,0.5136725606376112,8.952676650608726,0.0006424106965053611,3.970839541258368e-06
30,654.7284987208794,654.7284987208794,0.7740737654843104,29,5,21,7,4,6,0.4208799472720689,0.1963488135397577,0.5725344534615998,9.76345144247842,93.77028648373451,0.5370535309747473,3.1123559915860177,79.11578544101438,0.8061861550296402,3.5933511809792753,0.5136725606376112,8.952676650608726,0.0006424106965053611,3.970839541258368e-06
31,620.9271088418512,620.9271088418512,0.785737563152634,40,4,11,5,7,4,0.13601375391284423,0.14539477334883194,0.706003225714601,7.314507993898385,138.67750935258073,0.597946745298249,5.627974389736456,62.31599573216861,0.624238248910688,4.817184709750501,0.5649429156561611,9.970961187974432,0.00043828039209831723,1.6373992989779432e-07
32,705.0799200693563,705.0799200693563,0.7566990719281286,17,4,13,8,7,4,0.19352840994997123,0.14539477334883194,0.6795354580170943,9.162143183163682,99.35748434116883,0.5634563146026245,6.775514393971983,49.15308157708293,0.7356355993263816,5.743792457737291,0.42636816364811353,9.487241913573797,0.000676460614415771,4.475505882306331e-07
33,920.8512829925872,920.8512829925872,0.6822431537318046,11,4,10,5,5,2,0.30707181683745116,0.16537347204323313,0.6301439991885139,7.314507993898385,138.67750935258073,0.6370551136536963,4.829648120384422,40.00333674151269,0.6679632489872704,3.3604424093201826,0.6101814872819495,8.383415653525022,0.00017110337328917396,1.4986757855086047e-07
34,549.8453017924155,549.8453017924155,0.8102656615027504,45,4,18,8,8,5,0.13601375391284423,0.14539477334883194,0.6795354580170943,8.4178263319852,74.7253525130201,0.597946745298249,8.828098767694765,69.51952951448281,0.5538237027877302,1.6103824098635875,0.4960266332554615,4.579907743289364,0.00043828039209831723,8.710721316354404e-07
35,571.1401779449676,571.1401779449676,0.8029174687892466,43,6,18,8,8,5,0.13601375391284423,0.12509390780748292,0.7114268626026802,8.482144298753457,67.91486563169232,0.5454660079876886,8.828098767694765,70.69857207829556,0.5538237027877302,1.9168478036759773,0.44023507795388883,4.881995236259547,0.0004304625750684979,1.2458283422378434e-06
36,849.8607255706617,849.8607255706617,0.7067397647023665,11,4,17,8,8,5,0.13601375391284423,0.11278983561485452,0.6024397032470978,1.8734739437224346,172.76615476845546,0.5948805544258147,8.211508292195713,79.16407722909655,0.5538237027877302,1.9168478036759773,0.44023507795388883,3.0865025204944243,0.0002711165826489665,1.2458283422378434e-06
37,883.2526649250506,883.2526649250506,0.6952172555458962,11,5,14,5,8,8,0.3137626891308885,0.1399352652946551,0.6301439991885139,9.29580561276194,114.8706950451406,0.5454660079876886,8.964774613874072,69.4482360570989,0.6168953862007945,1.9168478036759773,0.5022469639181167,5.362735001538134,0.00016711840653238402,3.573601302486262e-07
38,630.5856362462281,630.5856362462281,0.7824047087989582,29,3,22,9,3,5,0.18053346647493032,0.16776419812525203,0.7472242258275974,7.546938907579479,67.91486563169232,0.6626072220325745,1.1712315497502326,74.48678991492514,0.7226267909823336,4.592295243542054,0.4960266332554615,4.311384767224739,0.0007172237618518584,1.2458283422378434e-06
39,737.6248741052326,737.6248741052326,0.7454688307943202,15,4,16,8,5,6,0.24397252712781237,0.17992455218123102,0.7848864483764558,8.482144298753457,50.9550713225639,0.6123043816958816,2.2703898624335253,31.77607768132835,0.6168953862007945,1.634113095190201,0.4464938399310475,6.4646584662990305,0.0004304625750684979,4.917685727209855e-07
40,808.0098783073132,808.0098783073132,0.7211811772145328,12,3,20,4,7,3,0.13601375391284423,0.07593148724399308,0.8837257165119627,5.928024169633634,146.55691049357353,0.529659765203099,8.964774613874072,25.618712618415096,0.5538237027877302,3.3604424093201826,0.5769289250865582,3.0865025204944243,0.0003001686124225591,3.814759903827199e-06
41,540.2754811979952,540.2754811979952,0.8135679059233187,41,4,10,6,7,4,0.1083379526801507,0.1478849060317948,0.6795354580170943,9.900624094608554,80.02396366661029,0.5887365201871088,5.673893761232556,59.51990072368939,0.7757109734851662,6.117184157646198,0.5381876009103461,9.49690218735932,0.0008455297900894536,2.1574694104944966e-07
42,653.2724842255269,653.2724842255269,0.7745761903412975,28,4,9,6,6,4,0.1083379526801507,0.13737163099979977,0.6795354580170943,9.915406054950795,60.6144284187234,0.5914500516306124,6.68146837011818,59.51990072368939,0.7798901325468364,7.240503922256434,0.5449512778983054,9.34950312342166,0.0008738307062354418,2.2735105813862987e-07
43,575.8755287305826,575.8755287305826,0.8012834480093431,43,4,13,5,7,3,0.1440139601250706,0.15129148344605436,0.656981156841053,9.242551172111648,93.80171321269164,0.623754295768669,4.6650256298244726,65.86889008761815,0.7798901325468364,6.023634835031883,0.4960266332554615,4.231436961721122,0.0007172237618518584,1.7713913500882883e-07
44,541.8559380437875,541.8559380437875,0.8130225399209497,77,3,19,7,6,4,0.18980575629596472,0.16683119022733597,0.711339197284839,8.61556962988984,86.16246713414537,0.8870145737504872,5.47126338834952,59.51990072368939,0.8438580414675328,7.742057054511653,0.5426720563076156,7.845433108354158,0.0004749667900748962,8.413369841341188e-07
45,564.52169004897,564.52169004897,0.805201301021159,43,2,19,11,6,3,0.18277546405853726,0.1843105838472167,0.7973263162799132,6.9535191147096915,100.43957336189368,0.8870145737504872,5.336416046494745,74.876010978735,0.8686391163547384,7.8604658659774085,0.604683975447315,7.860703135001416,0.0007693500645728701,2.8882596486480604e-06
46,707.3760002742732,707.3760002742732,0.7559067667881256,17,3,23,11,6,5,0.14956262197632242,0.1676811326720502,0.7375378947784375,7.70194809505662,79.18151540676458,0.8613771103979635,2.2703898624335253,60.125711732338615,0.8313162311166986,8.814495164538439,0.5641648121568286,5.854906282181436,0.00044232033016191333,6.303642326970062e-07
47,866.5014381203276,866.5014381203276,0.7009975776227617,11,2,19,7,6,3,0.1803532585693799,0.1611697747568982,0.7090013930886276,8.600493579307944,88.81768268944221,0.8338074304780808,6.779387916544724,23.140728458726553,0.8313162311166986,7.466895531272388,0.4624709366371979,8.273334932559605,0.0001525342151796965,3.418896916646637e-07
48,771.3588604025084,771.3588604025084,0.7338282919843601,12,3,23,8,8,2,0.3368075375944588,0.1251473169464755,0.6356987247234038,6.795408466721011,101.13680257030963,0.7445258310689761,8.224959839215389,83.86173648317146,0.7851399219311697,6.431443467933896,0.5837605876475837,7.089895344072876,0.0003746177799311493,1.4269069245259676e-06
49,615.0678174644305,615.0678174644305,0.7877594205185758,31,3,27,10,6,4,0.19767983759023144,0.11278983561485452,0.7973263162799132,8.371797681740434,72.31784655517849,0.8279731604178686,7.398545623487764,62.71617357598931,0.7100069064702221,5.567454064515632,0.4960266332554615,4.603136980897344,0.0005124321391477653,2.8882596486480604e-06
